Treatment;Repetition;Day;Replicate;Fruit;spots_per_fruit;Treatment/Day;s.r.spots;spots²;Treatment.Day
Ziram;2;7;4;3;1;Ziram7;1;1;Ziram7
Ziram;2;7;4;4;0;Ziram7;0;0;Ziram7
Ziram;2;7;4;5;1;Ziram7;1;25;Ziram7
Ziram;2;15;1;1;10;Ziram15;3,16227766;169;Ziram15
Ziram;2;15;1;2;8;Ziram15;2,828427125;121;Ziram15
Ziram;2;15;1;3;3;Ziram15;1,732050808;9;Ziram15
Ziram;2;15;1;4;9;Ziram15;3;81;Ziram15
Ziram;2;15;1;5;9;Ziram15;3;81;Ziram15
Ziram;2;15;2;1;10;Ziram15;3,16227766;529;Ziram15
Ziram;2;15;2;2;2;Ziram15;1,414213562;4;Ziram15
Ziram;2;15;2;3;12;Ziram15;3,464101615;169;Ziram15
Ziram;2;15;2;4;5;Ziram15;2,236067977;64;Ziram15
Ziram;2;15;2;5;5;Ziram15;2,236067977;16;Ziram15
Ziram;2;15;3;1;2;Ziram15;1,414213562;4;Ziram15
Ziram;2;15;3;2;2;Ziram15;1,414213562;9;Ziram15
Ziram;2;15;3;3;3;Ziram15;1,732050808;9;Ziram15
Ziram;2;15;3;4;2;Ziram15;1,414213562;1;Ziram15
Ziram;2;15;3;5;3;Ziram15;1,732050808;16;Ziram15
Ziram;2;15;4;1;4;Ziram15;2;9;Ziram15
Ziram;2;15;4;2;10;Ziram15;3,16227766;144;Ziram15
Ziram;2;15;4;3;3;Ziram15;1,732050808;16;Ziram15
Ziram;2;15;4;4;5;Ziram15;2,236067977;36;Ziram15
Ziram;2;15;4;5;4;Ziram15;2;9;Ziram15
control ;2;1;1;1;99;Control;9,949874371;9409;Control1
control ;2;1;1;2;74;Control;8,602325267;3364;Control1
control ;2;1;1;3;78;Control;8,831760866;4900;Control1
control ;2;1;1;4;81;Control;9;3969;Control1
control ;2;1;1;5;85;Control;9,219544457;7569;Control1
control ;2;1;2;1;73;Control;8,544003745;4900;Control1
control ;2;1;2;2;95;Control;9,746794345;8464;Control1
control ;2;1;2;3;80;Control;8,94427191;4225;Control1
control ;2;1;2;4;65;Control;8,062257748;6561;Control1
control ;2;1;2;5;67;Control;8,185352772;4096;Control1
control ;2;1;3;1;82;Control;9,055385138;3844;Control1
control ;2;1;3;2;59;Control;7,681145748;7921;Control1
control ;2;1;3;3;76;Control;8,717797887;2500;Control1
control ;2;1;3;4;69;Control;8,306623863;3721;Control1
control ;2;1;3;5;75;Control;8,660254038;5776;Control1
control ;2;1;4;1;53;Control;7,280109889;6084;Control1
control ;2;1;4;2;78;Control;8,831760866;5476;Control1
control ;2;1;4;3;72;Control;8,485281374;2809;Control1
control ;2;1;4;4;58;Control;7,615773106;5625;Control1
control ;2;1;4;5;92;Control;9,591663047;6889;Control1
control ;2;7;1;1;95;Control;9,746794345;8649;Control7
control ;2;7;1;2;74;Control;8,602325267;6400;Control7
control ;2;7;1;3;73;Control;8,544003745;10000;Control7
control ;2;7;1;4;59;Control;7,681145748;5625;Control7
control ;2;7;1;5;102;Control;10,09950494;8100;Control7
control ;2;7;2;1;83;Control;9,110433579;10816;Control7
control ;2;7;2;2;106;Control;10,29563014;14641;Control7
control ;2;7;2;3;89;Control;9,433981132;7225;Control7
control ;2;7;2;4;97;Control;9,848857802;6400;Control7
control ;2;7;2;5;73;Control;8,544003745;6241;Control7
control ;2;7;3;1;76;Control;8,717797887;3844;Control7
control ;2;7;3;2;83;Control;9,110433579;4356;Control7
control ;2;7;3;3;62;Control;7,874007874;3969;Control7
control ;2;7;3;4;57;Control;7,549834435;3481;Control7
control ;2;7;3;5;83;Control;9,110433579;5776;Control7
control ;2;7;4;1;45;Control;6,708203932;1296;Control7
control ;2;7;4;2;63;Control;7,937253933;4096;Control7
control ;2;7;4;3;68;Control;8,246211251;3844;Control7
control ;2;7;4;4;73;Control;8,544003745;5476;Control7
control ;2;7;4;5;59;Control;7,681145748;3136;Control7
control ;2;15;1;1;97;Control;9,848857802;9216;Control15
control ;2;15;1;2;91;Control;9,539392014;7744;Control15
control ;2;15;1;3;79;Control;8,888194417;5625;Control15
control ;2;15;1;4;70;Control;8,366600265;5041;Control15
control ;2;15;1;5;74;Control;8,602325267;7569;Control15
control ;2;15;2;1;87;Control;9,327379053;5476;Control15
control ;2;15;2;2;81;Control;9;15376;Control15
control ;2;15;2;3;114;Control;10,67707825;6400;Control15
control ;2;15;2;4;68;Control;8,246211251;8100;Control15
control ;2;15;2;5;85;Control;9,219544457;5776;Control15
control ;2;15;3;1;69;Control;8,306623863;4761;Control15
control ;2;15;3;2;90;Control;9,486832981;7744;Control15
control ;2;15;3;3;87;Control;9,327379053;8281;Control15
control ;2;15;3;4;70;Control;8,366600265;4356;Control15
control ;2;15;3;5;39;Control;6,244997998;1156;Control15
control ;2;15;4;1;45;Control;6,708203932;3136;Control15
control ;2;15;4;2;100;Control;10;9025;Control15
control ;2;15;4;3;102;Control;10,09950494;11881;Control15
control ;2;15;4;4;68;Control;8,246211251;5929;Control15
control ;2;15;4;5;72;Control;8,485281374;4489;Control15
